                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.64992,                0.40749,                 1.0225,                0.74851,                0.49963,                0.56107,                0.41362,                0.91548,                0.75067,                 1.1628,             7.0742e-05,             7.0742e-05,             7.0742e-05
                    148,                0.65734,                0.41205,                 1.0239,                0.73858,                0.50317,                0.56197,                0.41419,                 0.9113,                0.74499,                 1.1593,             6.7624e-05,             6.7624e-05,             6.7624e-05
                    149,                0.66639,                0.41201,                 1.0195,                0.76597,                0.50073,                0.56414,                0.41704,                0.90845,                0.74302,                 1.1655,             6.4506e-05,             6.4506e-05,             6.4506e-05
                    150,                0.65284,                  0.407,                 1.0232,                0.76733,                0.49818,                0.56425,                0.41712,                0.91186,                0.74278,                 1.1616,             6.1388e-05,             6.1388e-05,             6.1388e-05
                    151,                0.64697,                0.40489,                 1.0257,                0.75611,                0.50473,                0.56374,                0.41684,                0.91153,                0.74258,                 1.1677,             5.8269e-05,             5.8269e-05,             5.8269e-05
                    152,                0.65007,                0.40689,                 1.0252,                 0.7506,                0.50786,                0.56667,                0.41997,                0.90974,                0.74596,                  1.165,             5.5151e-05,             5.5151e-05,             5.5151e-05
                    153,                0.66585,                0.41365,                 1.0141,                0.73865,                0.51141,                0.56544,                0.41838,                0.91124,                0.74156,                 1.1567,             5.2033e-05,             5.2033e-05,             5.2033e-05
                    154,                0.64946,                0.40851,                 1.0144,                0.73494,                0.50993,                0.56361,                0.41721,                0.91064,                0.74877,                 1.1651,             4.8915e-05,             4.8915e-05,             4.8915e-05
                    155,                0.66636,                 0.4164,                 1.0144,                0.75507,                0.50264,                0.56345,                0.41622,                0.91165,                0.74362,                 1.1672,             4.5797e-05,             4.5797e-05,             4.5797e-05
                    156,                0.64962,                0.40663,                 1.0187,                0.74859,                0.50616,                0.56244,                0.41575,                0.90708,                0.74148,                  1.163,             4.2678e-05,             4.2678e-05,             4.2678e-05
                    157,                0.65295,                0.40909,                 1.0203,                0.75128,                0.50095,                0.56101,                0.41547,                  0.907,                0.74539,                 1.1709,              3.956e-05,              3.956e-05,              3.956e-05
                    158,                 0.6632,                 0.4047,                 1.0218,                0.77326,                 0.4894,                0.55489,                0.41178,                 0.9036,                0.74569,                 1.1713,             3.6442e-05,             3.6442e-05,             3.6442e-05
                    159,                0.65339,                0.40049,                  1.019,                0.75333,                0.49676,                0.55552,                0.41201,                0.91064,                0.74945,                 1.1563,             3.3324e-05,             3.3324e-05,             3.3324e-05
                    160,                0.65464,                0.40198,                 1.0151,                0.77556,                0.48963,                 0.5579,                0.41299,                 0.9127,                0.74307,                 1.1572,             3.0206e-05,             3.0206e-05,             3.0206e-05
                    161,                0.64817,                 0.3983,                 1.0162,                0.76012,                0.49789,                0.56122,                0.41611,                0.91493,                0.74267,                 1.1566,             2.7087e-05,             2.7087e-05,             2.7087e-05
                    162,                0.64261,                0.39734,                 1.0136,                0.76899,                 0.4966,                0.56345,                0.41897,                0.90975,                0.73836,                 1.1611,             2.3969e-05,             2.3969e-05,             2.3969e-05
                    163,                0.64253,                0.39456,                 1.0162,                0.75057,                0.50183,                0.56106,                0.41728,                 0.9079,                0.73752,                 1.1582,             2.3858e-05,             2.3858e-05,             2.3858e-05
                    164,                0.64619,                0.39884,                 1.0101,                0.76785,                0.49548,                0.56253,                 0.4171,                 0.9152,                0.73896,                 1.1586,             2.0758e-05,             2.0758e-05,             2.0758e-05
                    165,                0.63804,                0.39144,                 1.0086,                0.76832,                0.49493,                0.56285,                0.41813,                 0.9106,                0.74037,                 1.1606,             1.7659e-05,             1.7659e-05,             1.7659e-05
                    166,                0.63966,                0.39544,                 1.0127,                0.76964,                0.49466,                0.56241,                0.41755,                0.91099,                0.74034,                 1.1633,             1.4559e-05,             1.4559e-05,             1.4559e-05
                    167,                 0.6445,                0.39843,                 1.0219,                0.77393,                0.49485,                  0.563,                0.41775,                0.91335,                0.74033,                 1.1606,             1.1459e-05,             1.1459e-05,             1.1459e-05
                    168,                 0.6617,                0.40124,                 1.0076,                0.77734,                0.49384,                0.56364,                0.41848,                0.91275,                0.74158,                 1.1584,             8.3596e-06,             8.3596e-06,             8.3596e-06
