                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.1047,                 0.7499,                 1.2273,                0.67393,                0.39576,                0.42714,                0.28735,                 1.2091,                0.93968,                 1.3087,             0.00015725,             0.00015725,             0.00015725
                    150,                 1.1306,                0.74517,                  1.213,                0.65147,                0.39883,                0.42867,                0.28788,                 1.2072,                0.95338,                 1.3053,             0.00015475,             0.00015475,             0.00015475
                    151,                 1.1379,                0.76032,                 1.2144,                  0.661,                0.39657,                0.42864,                  0.287,                 1.2051,                0.94412,                 1.3059,             0.00015226,             0.00015226,             0.00015226
                    152,                 1.1272,                0.74383,                 1.2135,                0.68581,                 0.3879,                0.42771,                0.28738,                 1.2067,                0.94327,                 1.3083,             0.00014977,             0.00014977,             0.00014977
                    153,                  1.145,                0.75309,                 1.2179,                0.68536,                0.39595,                0.43151,                0.28966,                 1.2115,                0.94721,                 1.2992,             0.00014728,             0.00014728,             0.00014728
                    154,                 1.1223,                0.74192,                 1.2201,                 0.6729,                0.41051,                0.43381,                0.29376,                 1.2144,                0.94178,                 1.3094,             0.00014479,             0.00014479,             0.00014479
                    155,                 1.1401,                0.74563,                 1.2116,                0.65978,                0.40593,                0.43294,                0.29393,                  1.207,                0.94167,                 1.2999,              0.0001423,              0.0001423,              0.0001423
                    156,                 1.1208,                0.74391,                 1.2275,                0.62793,                0.40655,                0.42988,                0.28898,                 1.2159,                0.94373,                 1.3026,             0.00013981,             0.00013981,             0.00013981
                    157,                 1.1376,                0.74502,                 1.2083,                0.64744,                0.40611,                0.43192,                0.29069,                 1.2077,                0.94947,                  1.318,             0.00013731,             0.00013731,             0.00013731
                    158,                 1.0983,                 0.7335,                 1.2082,                0.65788,                0.40439,                0.43174,                0.29126,                 1.1983,                0.93106,                 1.3146,             0.00013482,             0.00013482,             0.00013482
                    159,                 1.1178,                0.73726,                 1.2103,                0.65456,                0.40726,                0.43061,                0.29361,                  1.204,                0.94582,                  1.297,             0.00013233,             0.00013233,             0.00013233
                    160,                 1.0885,                0.72763,                 1.1944,                0.65605,                0.40524,                0.43329,                 0.2928,                 1.1987,                0.94173,                 1.2996,             0.00012984,             0.00012984,             0.00012984
                    161,                 1.1083,                0.72685,                 1.2038,                0.65864,                0.40317,                0.43367,                 0.2925,                 1.1971,                0.93914,                 1.2968,             0.00012735,             0.00012735,             0.00012735
                    162,                 1.1261,                0.73855,                 1.1889,                0.66656,                0.40644,                0.43667,                0.29535,                 1.1978,                0.92514,                 1.3115,             0.00012486,             0.00012486,             0.00012486
                    163,                 1.1311,                0.75338,                 1.2081,                0.67808,                0.40139,                0.43799,                0.29529,                 1.1982,                0.92855,                 1.3073,             0.00012236,             0.00012236,             0.00012236
                    164,                 1.1181,                0.74567,                 1.2137,                0.68457,                0.40073,                0.43435,                 0.2939,                 1.1939,                0.92873,                 1.2975,             0.00011987,             0.00011987,             0.00011987
                    165,                 1.1078,                0.72673,                 1.2109,                0.65112,                0.41225,                0.43366,                0.29351,                 1.1925,                0.92958,                 1.3014,             0.00011738,             0.00011738,             0.00011738
                    166,                 1.1091,                0.73547,                 1.2029,                0.68307,                0.40437,                0.43621,                0.29523,                 1.1978,                 0.9335,                 1.2999,             0.00011489,             0.00011489,             0.00011489
                    167,                 1.0879,                0.71878,                 1.2058,                0.67401,                0.39716,                0.42782,                0.28949,                 1.1945,                0.94761,                 1.3037,              0.0001124,              0.0001124,              0.0001124
                    168,                 1.1037,                0.72938,                 1.1976,                0.65988,                0.40924,                0.43345,                0.29424,                 1.1887,                0.92839,                 1.3059,             0.00010991,             0.00010991,             0.00010991
                    169,                 1.0872,                0.71624,                 1.2072,                0.69919,                0.39956,                0.43644,                0.29473,                 1.1957,                0.93212,                 1.3096,             0.00010741,             0.00010741,             0.00010741
                    170,                 1.1133,                0.73579,                 1.2107,                0.66508,                0.40689,                 0.4351,                0.29369,                 1.1902,                0.93141,                 1.3022,             0.00010492,             0.00010492,             0.00010492
                    171,                 1.0834,                0.71769,                 1.1917,                 0.6419,                0.40986,                0.43588,                0.29479,                 1.1934,                 0.9297,                 1.3074,             0.00010243,             0.00010243,             0.00010243
                    172,                 1.0773,                0.72071,                 1.1997,                0.64555,                0.41272,                0.43415,                 0.2934,                 1.2006,                0.93671,                 1.3004,              9.994e-05,              9.994e-05,              9.994e-05
                    173,                 1.1449,                0.80076,                 1.2228,                0.68181,                0.39542,                 0.4338,                0.29368,                 1.1894,                 0.9306,                 1.2961,             9.7448e-05,             9.7448e-05,             9.7448e-05
                    174,                 1.0948,                0.75271,                 1.1984,                0.66404,                0.40236,                 0.4366,                0.29791,                 1.1809,                0.92285,                  1.308,             9.4957e-05,             9.4957e-05,             9.4957e-05
                    175,                  1.084,                0.71164,                 1.1945,                0.64961,                0.41326,                0.43672,                0.29631,                 1.1901,                0.92853,                 1.2954,             9.2465e-05,             9.2465e-05,             9.2465e-05
                    176,                 1.0966,                 0.7186,                 1.2104,                0.64043,                0.41022,                 0.4353,                0.29511,                 1.1908,                0.93066,                 1.2944,             8.9974e-05,             8.9974e-05,             8.9974e-05
                    177,                 1.0979,                0.71178,                 1.2099,                 0.6617,                0.41032,                0.43936,                0.29775,                 1.1846,                 0.9264,                 1.3103,             8.7482e-05,             8.7482e-05,             8.7482e-05
                    178,                 1.1062,                0.72558,                 1.1936,                0.63323,                0.41377,                0.43535,                0.29445,                 1.1928,                0.93214,                 1.2946,             8.4991e-05,             8.4991e-05,             8.4991e-05
                    179,                 1.0774,                0.70872,                 1.1934,                0.63332,                0.41185,                 0.4351,                0.29485,                  1.184,                0.92895,                 1.2937,             8.2499e-05,             8.2499e-05,             8.2499e-05
                    180,                 1.0819,                0.72067,                 1.1974,                0.64116,                0.41245,                0.43569,                0.29448,                  1.187,                0.92957,                 1.2765,             8.0007e-05,             8.0007e-05,             8.0007e-05
                    181,                 1.0845,                0.70507,                 1.1742,                 0.6619,                 0.4089,                 0.4364,                0.29521,                 1.1822,                0.92361,                 1.2834,             7.7516e-05,             7.7516e-05,             7.7516e-05
                    182,                 1.0843,                 0.7105,                 1.1872,                0.69257,                0.40375,                 0.4391,                0.29614,                 1.1851,                0.93054,                 1.2887,             7.5024e-05,             7.5024e-05,             7.5024e-05
                    183,                 1.0685,                0.70552,                  1.194,                  0.629,                0.41262,                0.43468,                0.29492,                  1.188,                0.93166,                 1.2952,             7.2533e-05,             7.2533e-05,             7.2533e-05
                    184,                 1.0793,                0.70784,                 1.1979,                 0.6521,                0.40466,                 0.4337,                0.29429,                 1.1863,                0.93297,                 1.2891,             7.0041e-05,             7.0041e-05,             7.0041e-05
                    185,                  1.081,                0.72007,                 1.1897,                0.65799,                0.40759,                0.43842,                0.29819,                 1.1795,                0.93515,                 1.2882,             6.7549e-05,             6.7549e-05,             6.7549e-05
                    186,                 1.0591,                0.69982,                 1.2033,                0.66185,                0.41238,                0.43813,                0.29629,                 1.1851,                0.93021,                 1.2853,             6.5058e-05,             6.5058e-05,             6.5058e-05
                    187,                 1.0729,                0.69688,                 1.1654,                0.66384,                0.40773,                0.43914,                0.29802,                 1.1806,                 0.9279,                 1.2954,             6.2566e-05,             6.2566e-05,             6.2566e-05
                    188,                 1.0761,                0.71104,                 1.2048,                0.66686,                0.40528,                0.43744,                0.29581,                 1.1961,                0.93432,                 1.2906,             6.0075e-05,             6.0075e-05,             6.0075e-05
                    189,                 1.0892,                0.71573,                 1.1798,                0.64476,                0.41212,                0.43723,                0.29591,                 1.1855,                0.93101,                 1.2809,             5.7583e-05,             5.7583e-05,             5.7583e-05
                    190,                 1.0766,                0.71049,                 1.1897,                0.66662,                0.40425,                0.43448,                0.29496,                 1.1779,                0.92394,                 1.2873,             5.5092e-05,             5.5092e-05,             5.5092e-05
                    191,                 1.0644,                0.69948,                 1.1883,                0.62477,                0.41647,                0.43548,                0.29595,                 1.1823,                0.92682,                  1.293,               5.26e-05,               5.26e-05,               5.26e-05
                    192,                  1.044,                0.68693,                 1.1861,                0.63926,                  0.411,                0.43519,                0.29579,                  1.184,                0.92999,                 1.2862,             5.0108e-05,             5.0108e-05,             5.0108e-05
                    193,                  1.081,                0.70988,                 1.1945,                0.63851,                0.41519,                0.43829,                0.29753,                 1.1793,                0.92504,                 1.2927,             4.7617e-05,             4.7617e-05,             4.7617e-05
                    194,                 1.0667,                 0.7054,                 1.1657,                0.64398,                0.41004,                0.43702,                0.29853,                 1.1781,                0.92206,                 1.2904,             4.5125e-05,             4.5125e-05,             4.5125e-05
                    195,                  1.076,                0.70836,                 1.2097,                0.63982,                 0.4146,                0.43856,                 0.2987,                 1.1808,                0.91809,                 1.2827,             4.2634e-05,             4.2634e-05,             4.2634e-05
                    196,                 1.0664,                0.69961,                  1.183,                0.65578,                0.41163,                  0.437,                0.29715,                 1.1803,                0.91936,                 1.3002,             4.0142e-05,             4.0142e-05,             4.0142e-05
                    197,                 1.0407,                0.69386,                 1.1987,                0.66372,                0.40621,                0.43706,                0.29805,                 1.1736,                0.92012,                 1.2975,             3.7651e-05,             3.7651e-05,             3.7651e-05
                    198,                 1.0591,                0.70278,                 1.1941,                0.65649,                0.40786,                0.43785,                0.29803,                 1.1748,                0.92472,                 1.2851,             3.5159e-05,             3.5159e-05,             3.5159e-05
                    199,                 1.0728,                0.69161,                 1.1918,                0.65334,                0.41133,                0.43765,                0.29865,                 1.1795,                0.92128,                 1.2945,             3.2667e-05,             3.2667e-05,             3.2667e-05
                    200,                 1.0673,                 0.7458,                 1.1872,                 0.6503,                 0.4041,                0.43246,                0.29567,                 1.1889,                0.93439,                 1.2776,             3.0176e-05,             3.0176e-05,             3.0176e-05
                    201,                  1.118,                0.75795,                 1.2387,                0.65317,                0.39896,                0.42865,                0.29259,                 1.1886,                 0.9349,                 1.2897,             2.7684e-05,             2.7684e-05,             2.7684e-05
                    202,                 1.0483,                0.68369,                 1.1913,                0.68098,                0.39133,                0.42615,                0.28978,                 1.1925,                0.93726,                 1.2813,             2.5193e-05,             2.5193e-05,             2.5193e-05
                    203,                 1.0386,                 0.6862,                 1.1947,                0.65253,                0.39518,                0.42868,                0.29137,                 1.1881,                0.93012,                 1.2945,             2.2701e-05,             2.2701e-05,             2.2701e-05
                    204,                 1.0285,                0.68988,                 1.1793,                0.65968,                0.39621,                0.42918,                0.29193,                 1.1831,                0.92726,                 1.3043,             2.0209e-05,             2.0209e-05,             2.0209e-05
                    205,                 1.0592,                0.71399,                 1.2031,                0.66131,                0.39938,                0.43142,                0.29403,                 1.1842,                0.93447,                 1.3017,             1.7718e-05,             1.7718e-05,             1.7718e-05
                    206,                 1.0244,                 0.6785,                 1.1874,                0.67498,                0.39548,                0.43024,                0.29315,                 1.1852,                0.93269,                 1.2908,             1.5226e-05,             1.5226e-05,             1.5226e-05
                    207,                 1.0543,                 0.7151,                 1.2295,                0.64981,                 0.3983,                0.43065,                0.29328,                 1.1846,                 0.9314,                 1.2902,             1.2735e-05,             1.2735e-05,             1.2735e-05
                    208,                 1.0162,                 0.6744,                 1.2035,                0.68281,                0.39165,                0.43054,                0.29382,                  1.183,                0.93282,                 1.2919,             1.0243e-05,             1.0243e-05,             1.0243e-05
                    209,                  1.052,                0.69468,                  1.204,                0.69093,                0.38877,                0.42964,                0.29305,                 1.1831,                0.93083,                 1.2938,             7.7516e-06,             7.7516e-06,             7.7516e-06
