                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                 1.4995,                 1.1018,                 1.3742,                0.63083,                0.31368,                0.33176,                0.20718,                  1.496,                 1.1941,                 1.4326,             0.00029959,             0.00029959,             0.00029959
                     92,                 1.5186,                 1.0799,                 1.3532,                 0.6286,                0.30729,                0.32905,                0.20503,                 1.5102,                 1.2265,                 1.4095,             0.00029708,             0.00029708,             0.00029708
                     93,                 1.5097,                 1.0972,                 1.3519,                0.60287,                0.31474,                 0.3327,                0.21025,                 1.5013,                 1.1837,                 1.4297,             0.00029456,             0.00029456,             0.00029456
                     94,                 1.4844,                   1.09,                 1.3479,                0.64796,                0.31493,                0.33183,                0.21136,                 1.4922,                 1.2042,                 1.4137,             0.00029204,             0.00029204,             0.00029204
                     95,                 1.4934,                 1.0895,                 1.3569,                0.60725,                0.32152,                0.33246,                0.21125,                 1.4897,                 1.1923,                 1.4147,             0.00028953,             0.00028953,             0.00028953
                     96,                 1.4975,                  1.084,                 1.3773,                0.63576,                0.31882,                 0.3372,                0.21236,                 1.4986,                 1.1661,                 1.3972,             0.00028701,             0.00028701,             0.00028701
                     97,                 1.5012,                 1.1114,                 1.3388,                0.62687,                0.31844,                0.33821,                0.21287,                 1.4896,                 1.1824,                 1.3926,              0.0002845,              0.0002845,              0.0002845
                     98,                  1.488,                 1.0827,                 1.3548,                0.61382,                0.31794,                0.34036,                0.21453,                 1.4813,                  1.167,                 1.4002,             0.00028198,             0.00028198,             0.00028198
                     99,                 1.4859,                 1.0583,                 1.3572,                0.59373,                0.32301,                0.34356,                0.21655,                 1.4622,                 1.1664,                 1.3982,             0.00027947,             0.00027947,             0.00027947
                    100,                 1.4865,                 1.0893,                 1.3646,                0.62224,                0.31586,                0.33299,                0.20993,                 1.4807,                 1.1953,                 1.4011,             0.00027695,             0.00027695,             0.00027695
                    101,                 1.4962,                 1.0898,                 1.3649,                0.63177,                0.31599,                0.33778,                0.21516,                 1.4748,                 1.1657,                 1.4025,             0.00027443,             0.00027443,             0.00027443
                    102,                 1.4915,                 1.0922,                 1.3292,                0.62252,                0.32476,                0.33965,                 0.2142,                 1.4792,                 1.1629,                 1.3816,             0.00027192,             0.00027192,             0.00027192
                    103,                 1.4504,                 1.0486,                 1.3313,                0.67303,                0.31829,                0.34859,                 0.2216,                 1.4594,                 1.1528,                 1.3924,              0.0002694,              0.0002694,              0.0002694
                    104,                 1.4807,                 1.0787,                 1.3218,                0.62717,                 0.3265,                0.34618,                0.21851,                 1.4753,                  1.151,                 1.3876,             0.00026689,             0.00026689,             0.00026689
                    105,                 1.4771,                 1.0732,                 1.3309,                0.68041,                 0.3203,                0.34622,                0.21882,                 1.4573,                 1.1447,                 1.3919,             0.00026437,             0.00026437,             0.00026437
                    106,                 1.4538,                 1.0427,                 1.3258,                0.65191,                0.33051,                0.34516,                0.22081,                 1.4476,                 1.1637,                 1.3977,             0.00026186,             0.00026186,             0.00026186
                    107,                 1.4469,                 1.0473,                 1.3136,                0.63283,                0.33361,                0.34801,                 0.2225,                  1.446,                 1.1375,                 1.3786,             0.00025934,             0.00025934,             0.00025934
                    108,                 1.4559,                 1.0547,                 1.3254,                0.57254,                0.33841,                0.35005,                0.22134,                 1.4416,                 1.1636,                 1.3763,             0.00025683,             0.00025683,             0.00025683
                    109,                 1.4687,                 1.0477,                 1.3147,                 0.6687,                0.33517,                  0.354,                0.22352,                 1.4533,                 1.1547,                 1.3595,             0.00025431,             0.00025431,             0.00025431
                    110,                 1.4531,                 1.0474,                 1.3046,                0.63779,                0.33506,                0.34777,                0.22053,                 1.4671,                   1.16,                 1.3759,             0.00025179,             0.00025179,             0.00025179
                    111,                 1.4579,                 1.0404,                 1.3352,                0.65991,                 0.3271,                0.34744,                0.21987,                 1.4545,                 1.1524,                 1.3694,             0.00024928,             0.00024928,             0.00024928
