                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.3655,                 0.9046,                 1.2364,                 0.7013,                0.46541,                0.52032,                0.32153,                 1.3622,                 1.0429,                 1.3545,              0.0007239,              0.0007239,              0.0007239
                     72,                 1.4008,                0.91423,                 1.2549,                0.74118,                0.48157,                0.51928,                0.30943,                 1.4076,                 1.0187,                 1.3142,             0.00071996,             0.00071996,             0.00071996
                     73,                 1.3755,                0.90807,                 1.2331,                0.70268,                0.48642,                0.52419,                0.32673,                 1.3188,                0.98264,                  1.363,             0.00071602,             0.00071602,             0.00071602
                     74,                 1.3599,                0.90041,                 1.2382,                  0.773,                0.47441,                0.51743,                0.31792,                 1.3406,                 1.0208,                 1.3278,             0.00071207,             0.00071207,             0.00071207
                     75,                 1.3683,                0.90674,                 1.2551,                 0.7907,                0.48303,                0.52178,                0.31823,                 1.3386,                 1.0117,                 1.3282,             0.00070813,             0.00070813,             0.00070813
                     76,                 1.3708,                0.90272,                 1.2388,                0.65302,                0.47833,                 0.5176,                0.31851,                 1.3448,                 1.0309,                 1.3144,             0.00070418,             0.00070418,             0.00070418
                     77,                 1.3607,                0.90201,                 1.2376,                0.66079,                0.47786,                0.51511,                0.31891,                 1.3362,                 1.0018,                 1.3119,             0.00070024,             0.00070024,             0.00070024
                     78,                 1.3694,                0.90988,                  1.217,                0.72951,                0.46934,                0.50662,                0.31138,                 1.3553,                  1.066,                 1.3107,             0.00069629,             0.00069629,             0.00069629
                     79,                 1.3649,                0.90831,                  1.237,                0.69707,                0.48999,                0.51727,                0.31715,                 1.3515,                 1.0387,                 1.2989,             0.00069235,             0.00069235,             0.00069235
                     80,                 1.3303,                0.88747,                  1.242,                0.67565,                0.47893,                0.51789,                0.31513,                 1.3425,                 1.0081,                  1.311,             0.00068841,             0.00068841,             0.00068841
                     81,                  1.349,                0.89153,                 1.2519,                0.69493,                0.48761,                0.52255,                0.32116,                 1.3226,                  1.003,                  1.317,             0.00068446,             0.00068446,             0.00068446
                     82,                  1.338,                0.87961,                 1.2064,                0.67877,                0.48558,                0.52392,                0.32607,                 1.3164,                0.99434,                 1.3168,             0.00068052,             0.00068052,             0.00068052
                     83,                 1.3451,                0.88312,                  1.234,                0.71076,                 0.4855,                0.52893,                0.32738,                 1.3251,                0.98397,                 1.3124,             0.00067657,             0.00067657,             0.00067657
                     84,                 1.3612,                0.89889,                 1.2371,                0.74229,                0.47545,                0.51678,                0.31193,                 1.3583,                 1.0147,                 1.3245,             0.00067263,             0.00067263,             0.00067263
                     85,                 1.3203,                0.86611,                 1.2332,                  0.665,                0.49114,                0.52681,                0.32621,                 1.3195,                 0.9765,                 1.2939,             0.00066869,             0.00066869,             0.00066869
                     86,                 1.3336,                0.87797,                 1.2261,                0.71323,                 0.4848,                0.52436,                0.32389,                 1.3079,                 1.0036,                 1.3229,             0.00066474,             0.00066474,             0.00066474
                     87,                  1.298,                0.85384,                 1.2375,                0.80662,                0.49213,                0.53447,                0.33429,                 1.2899,                0.94884,                 1.3189,              0.0006608,              0.0006608,              0.0006608
                     88,                 1.3026,                0.86003,                 1.2305,                0.68055,                0.48254,                0.53169,                0.32642,                 1.3144,                 0.9742,                 1.3194,             0.00065685,             0.00065685,             0.00065685
                     89,                 1.3103,                0.85663,                 1.2319,                0.71296,                 0.4887,                0.53216,                0.33314,                 1.2838,                0.98098,                 1.3097,             0.00065291,             0.00065291,             0.00065291
                     90,                 1.3175,                0.85909,                 1.2369,                0.78877,                0.48692,                0.52283,                0.32226,                 1.3117,                 1.0046,                 1.3044,             0.00064896,             0.00064896,             0.00064896
                     91,                 1.3291,                0.85931,                 1.2203,                0.70543,                0.48652,                0.52458,                0.32395,                 1.3075,                0.95944,                 1.3121,             0.00064502,             0.00064502,             0.00064502
                     92,                 1.2896,                0.84815,                  1.196,                0.79841,                0.48209,                0.52709,                0.33007,                 1.2838,                0.99884,                 1.3013,             0.00064108,             0.00064108,             0.00064108
                     93,                 1.3108,                 0.8586,                 1.2171,                0.73311,                0.49592,                0.52953,                0.32597,                  1.308,                0.97312,                 1.2949,             0.00063713,             0.00063713,             0.00063713
                     94,                 1.3066,                0.85215,                  1.221,                 0.7706,                0.48531,                0.52876,                0.32346,                  1.315,                0.99856,                 1.2894,             0.00063319,             0.00063319,             0.00063319
                     95,                 1.2913,                0.84086,                 1.2225,                0.68546,                0.48998,                0.52743,                0.32814,                 1.2822,                0.95491,                  1.298,             0.00062924,             0.00062924,             0.00062924
                     96,                 1.2678,                 0.8347,                 1.2113,                0.73035,                0.50494,                0.54454,                0.33877,                 1.2858,                0.95811,                 1.2909,              0.0006253,              0.0006253,              0.0006253
                     97,                 1.2607,                0.83743,                 1.2185,                0.67432,                0.49026,                0.53488,                0.33466,                 1.2704,                0.98664,                 1.2912,             0.00062135,             0.00062135,             0.00062135
                     98,                 1.2781,                0.83024,                 1.2314,                0.73377,                0.49209,                0.53217,                0.31973,                 1.3303,                0.96962,                 1.2958,             0.00061741,             0.00061741,             0.00061741
                     99,                 1.2987,                0.83906,                 1.2202,                0.75522,                0.48015,                0.52869,                0.32279,                  1.314,                0.98445,                 1.2985,             0.00061347,             0.00061347,             0.00061347
                    100,                 1.2755,                0.83618,                 1.2145,                0.73063,                0.49732,                0.53812,                0.33233,                  1.301,                0.95629,                 1.2907,             0.00060952,             0.00060952,             0.00060952
